(0, 0) 2.26033e-06 1.06446e-05 0.000138922 0.00125489 0.0094057 0.0404415 0.071764 0.049189 0.0229714 0.0223263 0.00998413 0.00173778 0.000138237 7.53888e-06 2.33025e-07 2.83309e-09 1.28084e-11 2.14337e-14 1.32638e-17 3.0336e-21 2.56306e-25 7.99643e-30 9.20909e-35 3.91372e-40 6.13622e-46 3.54854e-52 7.56738e-59 5.94993e-66 1.72456e-73 1.84238e-81 7.25375e-90
96
 0
(-12, -11) 2.85747e-58 1.68393e-53 1.562e-47 8.20028e-42 1.88933e-36 1.76397e-31 6.44094e-27 9.02509e-23 4.79826e-19 9.60891e-16 7.21205e-13 2.02159e-10 2.11075e-08 8.19266e-07 1.18027e-05 6.30343e-05 0.000124674 9.125e-05 2.47088e-05 3.32301e-06 2.38914e-06 6.72772e-06 2.83661e-05 4.47116e-05 2.60008e-05 5.57687e-06 4.41106e-07 1.28637e-08 1.38288e-10 5.47955e-13 8.00172e-16
(-12, -10) 1.0377e-53 3.36796e-49 1.61744e-43 4.39621e-38 5.24391e-33 2.53476e-28 4.79172e-24 3.47608e-20 9.56792e-17 9.91982e-14 3.85464e-11 5.59389e-09 3.0238e-07 6.07625e-06 4.53198e-05 0.000125308 0.000128314 4.86269e-05 7.43758e-06 3.88946e-06 5.65387e-06 2.62331e-05 4.94364e-05 3.43849e-05 8.82321e-06 8.3507e-07 2.91453e-08 3.75044e-10 1.77908e-12 3.11063e-15 2.00438e-18
(-12, -9) 1.38634e-49 2.57072e-45 6.63814e-40 9.70115e-35 6.22194e-30 1.61707e-25 1.64364e-21 6.41103e-18 9.48805e-15 5.28914e-12 1.10506e-09 8.62257e-08 2.50609e-06 2.7077e-05 0.000108586 0.00016143 8.88822e-05 1.84807e-05 6.51939e-06 6.16962e-06 2.31051e-05 5.27753e-05 4.45762e-05 1.38941e-05 1.59769e-06 6.77635e-08 1.05985e-09 6.11175e-12 1.29923e-14 1.01799e-17 2.93954e-21
(-12, -8) 6.81356e-46 7.51933e-42 1.08955e-36 8.93505e-32 3.21566e-27 4.68969e-23 2.6748e-19 5.85436e-16 4.86179e-13 1.5208e-10 1.78296e-08 7.80655e-07 1.27317e-05 7.71893e-05 0.000173699 0.000144904 4.49574e-05 1.13951e-05 9.98493e-06 1.94678e-05 5.38544e-05 5.61813e-05 2.16356e-05 3.07466e-06 1.612e-07 3.11723e-09 2.2229e-11 5.84445e-14 5.66455e-17 2.0236e-20 2.66418e-24
(-12, -7) 1.23192e-42 8.46568e-39 7.2221e-34 3.48698e-29 7.38847e-25 6.34393e-21 2.13027e-17 2.74506e-14 1.34214e-11 2.47174e-09 1.70608e-07 4.3979e-06 4.22281e-05 0.00015073 0.000199696 9.81622e-05 2.32247e-05 1.85485e-05 1.8167e-05 5.19074e-05 6.81109e-05 3.30291e-05 5.91239e-06 3.90554e-07 9.51782e-09 8.55521e-11 2.83578e-13 3.46565e-16 1.56133e-19 2.59265e-23 1.58662e-27
(-12, -6) 8.19401e-40 3.6857e-36 1.95338e-31 5.85921e-27 7.71273e-23 4.1141e-19 8.58248e-16 6.87056e-13 2.08689e-10 2.38761e-08 1.02382e-06 1.63957e-05 9.78015e-05 0.000216873 0.000178529 5.74894e-05 3.38433e-05 2.81625e-05 4.71122e-05 7.83578e-05 4.88751e-05 1.12578e-05 9.57206e-07 3.00337e-08 3.47656e-10 1.48432e-12 2.33699e-15 1.3566e-18 2.90302e-22 2.28972e-26 6.65574e-31
(-12, -5) 2.00501e-37 6.2346e-34 2.17889e-29 4.30973e-25 3.74093e-21 1.31584e-17 1.81009e-14 9.55516e-12 1.91382e-09 1.44386e-07 4.08262e-06 4.31125e-05 0.000169581 0.000247975 0.000135833 6.00377e-05 5.86052e-05 4.74224e-05 8.41816e-05 6.90705e-05 2.09673e-05 2.35035e-06 9.72535e-08 1.48502e-09 8.36556e-12 1.73819e-14 1.33182e-17 3.7624e-21 3.91818e-25 1.50397e-29 2.12754e-34
